## Mon May 15 12:40:07 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_p4o9b3xj --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_p4o9b3xj --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_p4o9b3xj/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
53_t	29730.Gorai.008G296400.1	7.8e-87	280.0	COG0547@1|root,KOG1438@2759|Eukaryota,37KW6@33090|Viridiplantae,3GDTU@35493|Streptophyta	35493|Streptophyta	E	anthranilate phosphoribosyltransferase	-	GO:0000162,GO:0003674,GO:0003824,GO:0004048,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006568,GO:0006576,GO:0006586,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009308,GO:0009309,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009570,GO:0009941,GO:0009987,GO:0016053,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019438,GO:0019752,GO:0031967,GO:0031975,GO:0034641,GO:0042401,GO:0042430,GO:0042435,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0046219,GO:0046394,GO:0046483,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.4.2.18	ko:K00766	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00023	R01073	RC00440	ko00000,ko00001,ko00002,ko01000	-	-	-	Glycos_trans_3N,Glycos_transf_3
55_t	42345.XP_008780123.1	9.78e-27	111.0	COG2801@1|root,KOG0017@2759|Eukaryota,37RRH@33090|Viridiplantae,3G8MV@35493|Streptophyta,3M4DI@4447|Liliopsida	35493|Streptophyta	L	DNA RNA polymerases superfamily protein	-	GO:0000943,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0003887,GO:0003964,GO:0004518,GO:0004540,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006259,GO:0006278,GO:0006508,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0018130,GO:0019438,GO:0019538,GO:0032196,GO:0032197,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071897,GO:0090304,GO:0090305,GO:0090501,GO:0097159,GO:0140096,GO:0140097,GO:0140098,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576	-	-	-	-	-	-	-	-	-	-	RVP_2,RVT_1,Retrotrans_gag,rve,zf-CCHC
56_t	3641.EOY21583	0.0	1274.0	COG1131@1|root,KOG0061@2759|Eukaryota,37IF3@33090|Viridiplantae,3GARA@35493|Streptophyta	35493|Streptophyta	Q	ABC transporter G family member	-	GO:0000003,GO:0001101,GO:0003002,GO:0003006,GO:0003674,GO:0003824,GO:0005215,GO:0005319,GO:0005342,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006869,GO:0006950,GO:0006970,GO:0007275,GO:0007389,GO:0008028,GO:0008150,GO:0008509,GO:0008514,GO:0009611,GO:0009628,GO:0009651,GO:0009653,GO:0009719,GO:0009725,GO:0009737,GO:0009790,GO:0009791,GO:0009793,GO:0009897,GO:0009965,GO:0009986,GO:0010016,GO:0010033,GO:0010051,GO:0010154,GO:0010222,GO:0010588,GO:0010876,GO:0015075,GO:0015245,GO:0015318,GO:0015399,GO:0015405,GO:0015711,GO:0015718,GO:0015849,GO:0015908,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022414,GO:0022804,GO:0022857,GO:0031224,GO:0032501,GO:0032502,GO:0033036,GO:0033993,GO:0034220,GO:0042221,GO:0042623,GO:0042626,GO:0042802,GO:0042803,GO:0043492,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0046983,GO:0048316,GO:0048366,GO:0048367,GO:0048598,GO:0048608,GO:0048731,GO:0048825,GO:0048826,GO:0048827,GO:0048856,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0061458,GO:0071702,GO:0071944,GO:0080051,GO:0090698,GO:0097305,GO:0098552,GO:0098656,GO:0099402,GO:1901700,GO:1903825,GO:1905039,GO:1905392	-	-	-	-	-	-	-	-	-	-	ABC2_membrane,ABC_tran
59_t	2711.XP_006478165.1	1.94e-94	286.0	2CMEE@1|root,2QQ4H@2759|Eukaryota,37JDB@33090|Viridiplantae,3GG83@35493|Streptophyta	35493|Streptophyta	S	Protein of unknown function (DUF789)	-	-	-	-	-	-	-	-	-	-	-	-	DUF789
60_t	3641.EOY22936	2.65e-31	121.0	COG2801@1|root,KOG0017@2759|Eukaryota,3875Z@33090|Viridiplantae,3GR4C@35493|Streptophyta	35493|Streptophyta	L	transposition, RNA-mediated	-	-	-	-	-	-	-	-	-	-	-	-	G-patch
66_t	3641.EOY10681	7.06e-49	177.0	COG2801@1|root,KOG0017@2759|Eukaryota,37Z9C@33090|Viridiplantae,3GNGF@35493|Streptophyta	33090|Viridiplantae	L	Reverse transcriptase (RNA-dependent DNA polymerase)	-	-	-	-	-	-	-	-	-	-	-	-	RVT_1,RVT_3,rve
67_t	71139.XP_010040186.1	5.65e-21	102.0	COG2801@1|root,KOG0017@2759|Eukaryota,383QD@33090|Viridiplantae,3GQWV@35493|Streptophyta	35493|Streptophyta	L	transposition, RNA-mediated	-	-	-	-	-	-	-	-	-	-	-	-	G-patch
71_t	3760.EMJ21084	1.27e-11	70.9	KOG1075@1|root,KOG1075@2759|Eukaryota,37TIF@33090|Viridiplantae,3G9IZ@35493|Streptophyta	35493|Streptophyta	L	ribonuclease H protein	-	-	-	-	-	-	-	-	-	-	-	-	RVT_1,RVT_3,zf-CCHC_4,zf-RVT
73_t	4558.Sb08g012321.1	2.58e-10	63.2	28PWY@1|root,2QWJJ@2759|Eukaryota,37NQA@33090|Viridiplantae,3G8IQ@35493|Streptophyta	33090|Viridiplantae	S	source UniProtKB	-	-	-	-	-	-	-	-	-	-	-	-	DUF4218,Transpos_assoc,Transposase_21
79_t	3641.EOY21446	5.76e-194	544.0	KOG0581@1|root,KOG0581@2759|Eukaryota,37K0T@33090|Viridiplantae,3GES5@35493|Streptophyta	35493|Streptophyta	T	belongs to the protein kinase superfamily	-	GO:0000003,GO:0000160,GO:0000165,GO:0000187,GO:0001101,GO:0001932,GO:0001934,GO:0002229,GO:0002239,GO:0002376,GO:0003006,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004708,GO:0004712,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006355,GO:0006464,GO:0006468,GO:0006725,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006950,GO:0006952,GO:0006955,GO:0006970,GO:0007154,GO:0007165,GO:0007275,GO:0007346,GO:0007568,GO:0008047,GO:0008150,GO:0008152,GO:0009058,GO:0009403,GO:0009404,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009605,GO:0009607,GO:0009611,GO:0009617,GO:0009620,GO:0009627,GO:0009628,GO:0009651,GO:0009692,GO:0009693,GO:0009700,GO:0009719,GO:0009723,GO:0009725,GO:0009751,GO:0009755,GO:0009791,GO:0009814,GO:0009838,GO:0009862,GO:0009863,GO:0009873,GO:0009889,GO:0009891,GO:0009893,GO:0009908,GO:0009914,GO:0009926,GO:0009966,GO:0009967,GO:0009987,GO:0010033,GO:0010120,GO:0010150,GO:0010227,GO:0010229,GO:0010468,GO:0010556,GO:0010557,GO:0010562,GO:0010604,GO:0010628,GO:0010646,GO:0010647,GO:0010817,GO:0014070,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018130,GO:0019207,GO:0019209,GO:0019219,GO:0019220,GO:0019222,GO:0019438,GO:0019538,GO:0019748,GO:0019887,GO:0022414,GO:0023014,GO:0023051,GO:0023052,GO:0023056,GO:0030234,GO:0030295,GO:0031098,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031399,GO:0031401,GO:0032147,GO:0032268,GO:0032270,GO:0032501,GO:0032502,GO:0032870,GO:0033554,GO:0033674,GO:0034641,GO:0035556,GO:0035690,GO:0036211,GO:0042221,GO:0042325,GO:0042327,GO:0042430,GO:0042435,GO:0042445,GO:0042446,GO:0042493,GO:0042742,GO:0043085,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043405,GO:0043406,GO:0043408,GO:0043410,GO:0043412,GO:0043449,GO:0043450,GO:0043549,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044272,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0044550,GO:0045087,GO:0045859,GO:0045860,GO:0045893,GO:0045935,GO:0045937,GO:0046217,GO:0046483,GO:0046677,GO:0046777,GO:0048366,GO:0048367,GO:0048437,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0048608,GO:0048731,GO:0048827,GO:0048856,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051174,GO:0051179,GO:0051234,GO:0051246,GO:0051247,GO:0051252,GO:0051254,GO:0051338,GO:0051347,GO:0051704,GO:0051707,GO:0051716,GO:0051726,GO:0052314,GO:0052315,GO:0052317,GO:0060255,GO:0060918,GO:0061458,GO:0065007,GO:0065008,GO:0065009,GO:0070887,GO:0071229,GO:0071236,GO:0071310,GO:0071369,GO:0071407,GO:0071446,GO:0071495,GO:0071704,GO:0071900,GO:0071902,GO:0080090,GO:0090567,GO:0090693,GO:0098542,GO:0098772,GO:0099402,GO:0140096,GO:1900673,GO:1900674,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901700,GO:1901701,GO:1902531,GO:1902533,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141	2.7.12.2	ko:K20604	ko04016,map04016	-	-	-	ko00000,ko00001,ko01000,ko01001	-	-	-	Pkinase
81_t	3641.EOY21441	2.84e-284	779.0	COG0167@1|root,KOG1799@2759|Eukaryota,37JTE@33090|Viridiplantae,3GDIQ@35493|Streptophyta	35493|Streptophyta	F	dihydropyrimidine dehydrogenase	-	GO:0003674,GO:0003824,GO:0003954,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006206,GO:0006208,GO:0006212,GO:0006725,GO:0006807,GO:0007154,GO:0008150,GO:0008152,GO:0009056,GO:0009112,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009605,GO:0009987,GO:0009991,GO:0016491,GO:0016627,GO:0016628,GO:0016651,GO:0017113,GO:0017144,GO:0019860,GO:0031667,GO:0031668,GO:0031669,GO:0034641,GO:0042737,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043562,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0046113,GO:0046483,GO:0046700,GO:0048037,GO:0050896,GO:0051536,GO:0051540,GO:0051716,GO:0055086,GO:0055114,GO:0071496,GO:0071704,GO:0072527,GO:0072529,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575	1.3.1.2	ko:K00207	ko00240,ko00410,ko00770,ko00983,ko01100,map00240,map00410,map00770,map00983,map01100	M00046	R00978,R01415,R08226	RC00072,RC00123,RC02245	ko00000,ko00001,ko00002,ko01000	-	-	-	DHO_dh
83_t	3641.EOY21434	4.18e-262	717.0	COG0174@1|root,KOG0683@2759|Eukaryota,37JCK@33090|Viridiplantae,3GG2Q@35493|Streptophyta	35493|Streptophyta	E	glutamine synthetase	-	GO:0003674,GO:0003735,GO:0003824,GO:0004356,GO:0005198,GO:0005488,GO:0005507,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005844,GO:0005886,GO:0005911,GO:0006082,GO:0006807,GO:0008150,GO:0008152,GO:0009506,GO:0009507,GO:0009536,GO:0009987,GO:0010035,GO:0010038,GO:0016020,GO:0016211,GO:0016874,GO:0016879,GO:0016880,GO:0022626,GO:0030054,GO:0032991,GO:0042126,GO:0042128,GO:0042221,GO:0042788,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043436,GO:0044237,GO:0044281,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0046686,GO:0046872,GO:0046914,GO:0050896,GO:0055044,GO:0071704,GO:0071941,GO:0071944,GO:1990904,GO:2001057	6.3.1.2	ko:K01915	ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727	-	R00253	RC00010,RC02798	ko00000,ko00001,ko01000,ko04147	-	-	-	Gln-synt_C,Gln-synt_N
86_t	3641.EOY21428	7.3e-24	94.4	2CZJU@1|root,2SAQC@2759|Eukaryota,37XBK@33090|Viridiplantae,3GM2F@35493|Streptophyta	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
88_t	3641.EOY23461	5.13e-106	322.0	COG0568@1|root,2QRMD@2759|Eukaryota,37NK7@33090|Viridiplantae,3GDN8@35493|Streptophyta	35493|Streptophyta	K	RNA polymerase sigma factor	-	GO:0000988,GO:0000990,GO:0003674,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006091,GO:0006139,GO:0006351,GO:0006352,GO:0006355,GO:0006725,GO:0006807,GO:0006950,GO:0006970,GO:0006996,GO:0007275,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009314,GO:0009416,GO:0009507,GO:0009536,GO:0009553,GO:0009628,GO:0009637,GO:0009639,GO:0009651,GO:0009657,GO:0009658,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010114,GO:0010207,GO:0010218,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0015979,GO:0016043,GO:0016070,GO:0016987,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019684,GO:0022607,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032501,GO:0032502,GO:0032774,GO:0033554,GO:0034622,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043254,GO:0043933,GO:0044085,GO:0044087,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0045893,GO:0045935,GO:0046483,GO:0048229,GO:0048518,GO:0048522,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051716,GO:0060255,GO:0065003,GO:0065007,GO:0071214,GO:0071470,GO:0071472,GO:0071478,GO:0071482,GO:0071483,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0097659,GO:0104004,GO:0140110,GO:1901360,GO:1901362,GO:1901576,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2000142,GO:2001141	-	ko:K03093	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r2,Sigma70_r3,Sigma70_r4
89_t	3641.EOY23462	9.81e-40	136.0	2CUCB@1|root,2S4DP@2759|Eukaryota,37W95@33090|Viridiplantae,3GK4B@35493|Streptophyta	35493|Streptophyta	K	Transcription factor	TRY	GO:0000902,GO:0000904,GO:0000981,GO:0000988,GO:0000989,GO:0001067,GO:0001076,GO:0001134,GO:0001135,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006357,GO:0008150,GO:0009653,GO:0009888,GO:0009889,GO:0009987,GO:0010026,GO:0010090,GO:0010091,GO:0010468,GO:0010556,GO:0010769,GO:0016043,GO:0019219,GO:0019222,GO:0022603,GO:0022604,GO:0030154,GO:0031323,GO:0031326,GO:0032502,GO:0032989,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044212,GO:0044424,GO:0044464,GO:0045595,GO:0048468,GO:0048831,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051171,GO:0051239,GO:0051252,GO:0060255,GO:0060284,GO:0065007,GO:0071840,GO:0080090,GO:0090558,GO:0090626,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000024,GO:2000026,GO:2000039,GO:2000112,GO:2001141	-	ko:K09422	-	-	-	-	ko00000,ko03000	-	-	-	Myb_DNA-binding
90_t	29730.Gorai.008G270400.1	7.79e-84	254.0	KOG1623@1|root,KOG1623@2759|Eukaryota,37JP1@33090|Viridiplantae,3GEIF@35493|Streptophyta	35493|Streptophyta	U	Mediates both low-affinity uptake and efflux of sugar across the membrane	-	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0008643,GO:0015144,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0034219,GO:0044425,GO:0044459,GO:0044464,GO:0051119,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944	-	ko:K15382	-	-	-	-	ko00000,ko02000	9.A.58.1	-	-	MtN3_slv
91_t	3641.EOY23464	4.09e-131	378.0	28NQP@1|root,2QVAI@2759|Eukaryota,37MXV@33090|Viridiplantae,3GBMF@35493|Streptophyta	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
92_t	3641.EOY24343	8.41e-199	559.0	COG5597@1|root,KOG1950@2759|Eukaryota,37RFC@33090|Viridiplantae,3GGQ0@35493|Streptophyta	35493|Streptophyta	G	glucuronosyltransferase	-	GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0005977,GO:0005978,GO:0006073,GO:0006091,GO:0006112,GO:0008150,GO:0008152,GO:0008194,GO:0008466,GO:0009058,GO:0009059,GO:0009250,GO:0009987,GO:0015980,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0033692,GO:0034637,GO:0034645,GO:0035251,GO:0043170,GO:0044042,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044424,GO:0044444,GO:0044464,GO:0046527,GO:0055114,GO:0071704,GO:1901576	2.4.1.186	ko:K00750	ko00500,ko01100,map00500,map01100	-	R00292,R03681	RC00005,RC00171	ko00000,ko00001,ko01000,ko01003	-	GT8	-	Mannosyl_trans3
93_t	3641.EOY24341	1.17e-138	395.0	KOG3133@1|root,KOG3133@2759|Eukaryota,37KG2@33090|Viridiplantae,3GD2M@35493|Streptophyta	35493|Streptophyta	U	Peroxisome biogenesis protein	-	GO:0000268,GO:0003674,GO:0005048,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005777,GO:0005778,GO:0005829,GO:0006605,GO:0006625,GO:0006810,GO:0006886,GO:0006996,GO:0007031,GO:0008104,GO:0008150,GO:0009987,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0031090,GO:0031903,GO:0033036,GO:0033218,GO:0033328,GO:0033365,GO:0034613,GO:0042277,GO:0042579,GO:0042802,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043574,GO:0044422,GO:0044424,GO:0044438,GO:0044439,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0070727,GO:0071702,GO:0071705,GO:0071840,GO:0072594,GO:0072662,GO:0072663,GO:0098588,GO:0098805	-	ko:K13337	ko04146,map04146	-	-	-	ko00000,ko00001	3.A.20.1,9.A.17.1	-	-	Pex19
94_t	72658.Bostr.23277s0001.1.p	4.8e-52	182.0	KOG1913@1|root,KOG1913@2759|Eukaryota,37P4X@33090|Viridiplantae,3G994@35493|Streptophyta,3HS6S@3699|Brassicales	35493|Streptophyta	U	transport protein	-	-	-	ko:K20353	-	-	-	-	ko00000,ko04131	-	-	-	Sec16,Sec16_C
95_t	3641.EOY24330	2.52e-164	467.0	KOG1721@1|root,KOG1721@2759|Eukaryota,37R9R@33090|Viridiplantae,3GG1C@35493|Streptophyta	35493|Streptophyta	S	Zinc finger protein	-	GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044212,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	zf-C2H2_6
96_t	3641.EOY24326	7.98e-136	397.0	2AYC7@1|root,2S030@2759|Eukaryota,37UUJ@33090|Viridiplantae,3GHQ8@35493|Streptophyta	35493|Streptophyta	K	RWP-RK domain	-	-	-	-	-	-	-	-	-	-	-	-	RWP-RK
97_t	3641.EOY24317	7.58e-196	558.0	KOG1565@1|root,KOG1565@2759|Eukaryota,37PZP@33090|Viridiplantae,3GFZZ@35493|Streptophyta	35493|Streptophyta	O	Belongs to the peptidase M10A family	-	GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0005575,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0016020,GO:0016787,GO:0019538,GO:0031224,GO:0031225,GO:0043170,GO:0044238,GO:0044425,GO:0070011,GO:0071704,GO:0140096,GO:1901564	-	ko:K07999	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	PG_binding_1,Peptidase_M10
98_t	3641.EOY24315	0.0	977.0	28JSQ@1|root,2R410@2759|Eukaryota,37R28@33090|Viridiplantae,3G8TW@35493|Streptophyta	35493|Streptophyta	G	GDP-fucose protein O-fucosyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	O-FucT
99_t	3641.EOY24313	0.0	2962.0	KOG1181@1|root,KOG1181@2759|Eukaryota,37MMK@33090|Viridiplantae,3GBED@35493|Streptophyta	35493|Streptophyta	S	atg2484-1,g2484-1	-	-	-	-	-	-	-	-	-	-	-	-	Agenet
101_t	3641.EOY24302	8.2e-237	656.0	28JID@1|root,2QW2P@2759|Eukaryota,37MWR@33090|Viridiplantae,3GBJ9@35493|Streptophyta	35493|Streptophyta	T	Plant pleckstrin homology-like region	-	-	-	-	-	-	-	-	-	-	-	-	Auxin_canalis,PH_2
102_t	3641.EOY24301	6.18e-207	574.0	COG0299@1|root,KOG3076@2759|Eukaryota,37M9E@33090|Viridiplantae,3G8YE@35493|Streptophyta	35493|Streptophyta	G	Formyltetrahydrofolate deformylase	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006082,GO:0006575,GO:0006725,GO:0006732,GO:0006760,GO:0006807,GO:0008150,GO:0008152,GO:0009853,GO:0009987,GO:0019752,GO:0034641,GO:0042558,GO:0043094,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043603,GO:0044237,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046653,GO:0051186,GO:0071704,GO:1901360,GO:1901564	3.5.1.10	ko:K01433	ko00630,ko00670,map00630,map00670	-	R00944	RC00026,RC00111	ko00000,ko00001,ko01000	-	-	-	Formyl_trans_N
103_t	3641.EOY24297	2.61e-280	771.0	COG0688@1|root,KOG2420@2759|Eukaryota,37RX3@33090|Viridiplantae,3GASY@35493|Streptophyta	35493|Streptophyta	I	Catalyzes the formation of phosphatidylethanolamine (PtdEtn) from phosphatidylserine (PtdSer). Plays a central role in phospholipid metabolism and in the interorganelle trafficking of phosphatidylserine	PSD1	GO:0003674,GO:0003824,GO:0004609,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006508,GO:0006629,GO:0006644,GO:0006650,GO:0006656,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010604,GO:0010628,GO:0010635,GO:0010636,GO:0010638,GO:0010821,GO:0010822,GO:0010954,GO:0016020,GO:0016021,GO:0016485,GO:0016540,GO:0016829,GO:0016830,GO:0016831,GO:0019222,GO:0019538,GO:0019637,GO:0019866,GO:0022603,GO:0030162,GO:0031090,GO:0031224,GO:0031300,GO:0031301,GO:0031304,GO:0031305,GO:0031323,GO:0031325,GO:0031966,GO:0031967,GO:0031975,GO:0032268,GO:0032270,GO:0032592,GO:0033043,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0045017,GO:0045862,GO:0046470,GO:0046474,GO:0046486,GO:0048518,GO:0048522,GO:0050789,GO:0050793,GO:0050794,GO:0051094,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0051604,GO:0060255,GO:0065007,GO:0070613,GO:0071704,GO:0080090,GO:0090407,GO:0097164,GO:0098573,GO:1901564,GO:1901566,GO:1901576,GO:1903317,GO:1903319	4.1.1.65	ko:K01613	ko00564,ko01100,ko01110,map00564,map01100,map01110	M00093	R02055	RC00299	ko00000,ko00001,ko00002,ko01000	-	-	-	PS_Dcarbxylase
104_t	29730.Gorai.008G234200.1	1.61e-250	689.0	COG0673@1|root,KOG2741@2759|Eukaryota,37JGU@33090|Viridiplantae,3G8AH@35493|Streptophyta	35493|Streptophyta	GQ	Oxidoreductase family, C-terminal alpha/beta domain	-	-	-	-	-	-	-	-	-	-	-	-	GFO_IDH_MocA,GFO_IDH_MocA_C
105_t	29730.Gorai.008G234000.1	1.98e-145	410.0	COG1632@1|root,KOG1678@2759|Eukaryota,37NW1@33090|Viridiplantae,3G7MT@35493|Streptophyta	35493|Streptophyta	J	Belongs to the eukaryotic ribosomal protein eL15 family	-	-	-	ko:K02877	ko03010,map03010	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L15e
